Flag,FlagCountry,Name,Draft,Beam,Length,Type,Origin,Destination,EstimatedDayArrival,ShippingCompany
GB,Regne Unit,IONA,8.8,42,344,Passatge,Alicante,Cadiz,9,MARITIMA DEL MEDITERRANEO SA
GB,Regne Unit,IONA,8.8,42,344,Passatge,Alicante,Valencia,36,MARITIMA DEL MEDITERRANEO SA
GB,Regne Unit,IONA,8.8,42,344,Passatge,Alicante,Cadiz,71,MARITIMA DEL MEDITERRANEO SA
GB,Regne Unit,BRITANNIA,8.55,38.4,330,Passatge,Toulon,Cadiz,157,MARITIMA DEL MEDITERRANEO SA
GB,Regne Unit,IONA,8.8,42,344.5,Passatge,Alicante,Valencia,274,MARITIMA DEL MEDITERRANEO SA
IT,Itàlia,COSTA LUMINOSA,8,32.25,294,Passatge,Valencia,Palma de Mallorca,3,A PEREZ Y CIA SL
IT,Itàlia,AIDABLU,7.2,32.2,253.33,Passatge,Malaga,Palma de Mallorca,7,A PEREZ Y CIA SL
IT,Itàlia,AIDABLU,7.2,32.2,253,Passatge,Marseille,Palma de Mallorca,14,A PEREZ Y CIA SL
IT,Itàlia,COSTA LUMINOSA,8.1,32.25,294,Passatge,Marseille,Valencia,17,A PEREZ Y CIA SL
IT,Itàlia,AIDASTELLA,7.3,32.2,253.26,Passatge,Valencia,Palma de Mallorca,22,A PEREZ Y CIA SL
IT,Itàlia,COSTA LUMINOSA,8,32.25,294,Passatge,Marseille,Valencia,24,A PEREZ Y CIA SL
IT,Itàlia,COSTA LUMINOSA,8,32.25,294,Passatge,Marseille,Valencia,31,A PEREZ Y CIA SL
IT,Itàlia,COSTA LUMINOSA,8,32.25,294,Passatge,Marseille,Valencia,38,A PEREZ Y CIA SL
IT,Itàlia,AIDASTELLA,7.3,32.2,253.26,Passatge,Valencia,Palma de Mallorca,43,A PEREZ Y CIA SL
IT,Itàlia,COSTA LUMINOSA,8,32.25,294,Passatge,Marseille,Valencia,45,A PEREZ Y CIA SL
IT,Itàlia,COSTA LUMINOSA,8,32.25,294,Passatge,Marseille,Valencia,52,A PEREZ Y CIA SL
IT,Itàlia,COSTA LUMINOSA,8,32.25,294,Passatge,Marseille,Palermo,59,A PEREZ Y CIA SL
BM,Bermuda,QUEEN MARY 2,10.3,41,345,Passatge,Cadiz,Villefranche-sur-Mer,201,MARITIMA DEL MEDITERRANEO SA
GB,Regne Unit,BRITANNIA,8.55,38.4,330,Passatge,Palma de Mallorca,Cadiz,172,MARITIMA DEL MEDITERRANEO SA
MT,Malta,CELEBRITY CONSTELLATION,8.32,32.2,294,Passatge,Toulon,Palma de Mallorca,155,BALEARES CONSIGNATARIOS SL
MT,Malta,CELEBRITY CONSTELLATION,8.32,32.2,294,Passatge,Palma de Mallorca,Toulon,268,BALEARES CONSIGNATARIOS SL
PA,Panamà,CARNIVAL PRIDE,7.8,32.2,292,Passatge,Toulon,Gibraltar,149,BALEARES CONSIGNATARIOS SL
FR,França,LE BOUGAINVILLE,4.7,18,131.5,Passatge,Valencia,Valencia,130,MARITIMA DEL MEDITERRANEO SA
BS,Bahames,WIND SURF,5.01,20,187,Passatge,Palamos,Toulon,144,BALEARES CONSIGNATARIOS SL
BS,Bahames,STAR PRIDE,5.4,19,159,Passatge,Cagliari,Cartagena,168,BALEARES CONSIGNATARIOS SL
BS,Bahames,STAR LEGEND,5.4,19,159,Passatge,Cartagena,Cagliari,250,BALEARES CONSIGNATARIOS SL
BS,Bahames,STAR LEGEND,5.4,19,159,Passatge,Cagliari,Cartagena,307,BALEARES CONSIGNATARIOS SL
MT,Malta,AZAMARA QUEST,5.95,25.46,181,Passatge,Ibiza,Marseille,146,BALEARES CONSIGNATARIOS SL
MT,Malta,AZAMARA QUEST,5.95,25.46,181,Passatge,Palma de Mallorca,Malaga,155,BALEARES CONSIGNATARIOS SL
AG,Antigua i Barbuda,AS CLEOPATRA,11.4,29.8,222,Portacontenidors,Genoa,Valencia,2,HAPAG LLOYD SPAIN SL
DK,Dinamarca,SCANDIC,8.35,19.6,130,Tancs,Motril,Tarragona,4,ITALMAR 3000 SL
DK,Dinamarca,TORM CORRIDO,12.22,32.19,183,Tancs,Brindisi,Cartagena,8,IBERICA MARITIMA BARCELONA SA
DK,Dinamarca,TORM CORRIDO,12.22,32.19,183,Tancs,Brindisi,Cartagena,10,IBERICA MARITIMA BARCELONA SA
DK,Dinamarca,TORM CORRIDO,12.22,32.19,183,Tancs,Brindisi,Cartagena,14,IBERICA MARITIMA BARCELONA SA
DK,Dinamarca,MAERSK NEWPORT,11.4,29.8,211,Portacontenidors,Castellon de la Plana,Piraeus,27,MARITIMA DEL MEDITERRANEO SA
ES,Espanya,CIUDAD DE GRANADA,6.2,26.2,172,Transbordadors,Ibiza,Palma de Mallorca,1,GRIMALDI LOGISTICA ESPAÑA SL
IT,Itàlia,GNV SEALAND,6.79,25.6,186,Transbordadors,Ibiza,Ibiza,3,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,3,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,4,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,5,E ERHARDT Y CIA SA
IT,Itàlia,LEALE,7.38,16.8,112.4,Tancs,Bastia,Port-la-Nouvelle,5,ALFASHIP MARITIME SERVICES SL 
IT,Itàlia,MATTEO BR,9.8,24.8,157,Granelers,El Iskandariya (= Alexandria),Fos-sur-Mer,8,INTRAMEDITERRANEO SA
IT,Itàlia,AIDABLU,7.2,32.2,253,Passatge,Valencia,Cagliari,52,A PEREZ Y CIA SL
LR,Libèria,ZUMRUT ANA,4.6,16.6,140,Tancs,Balchik,Rostov-na-Donu                     ,1,ALFASHIP MARITIME SERVICES SL 
LR,Libèria,AS ANITA,11.35,27.6,189,Portacontenidors,Lisboa,Piraeus,3,COSCO SHIPPING LINES SPAIN SA
LT,Lituània,ARAMIS,3.79,11.39,86.9,Càrrega (Lo-Lo),Lyon,Fos-sur-Mer,3,TRANSITAINER SA
MH,Illes Marshall,STI BATTERY,13.33,32.2,183.12,Tancs,Milazzo,Taman,1,ITALMAR 3000 SL
MH,Illes Marshall,CL ZHAOGE,13.31,32.2,183,Tancs,Algeciras,Fos-sur-Mer,3,A PEREZ Y CIA SL
MT,Malta,ATLANTIS AUGUSTA,6.29,16.8,105.5,Tancs,Monopoli,Monopoli,1,NEXT MARITIME SL
MT,Malta,NORTHSEA ALPHA,7.81,18.6,110,Tancs,Barcelona,Fos-sur-Mer,1,ALFASHIP MARITIME SERVICES SL 
MT,Malta,ATLANTIS AUGUSTA,6.29,16.8,105.5,Tancs,Monopoli,Monopoli,4,NEXT MARITIME SL
PA,Panamà,ROYAL ORION,13.6,32.24,200,Granelers,Constanta,Desconegut,6,AROLA ADUANAS Y CONSIGNACIONES SL
PT,Portugal,VERONICA B,7.34,21.8,141,Portacontenidors,Cadiz,Cadiz,5,BOLUDA LINES SA
PT,Portugal,WEC MONDRIAAN,8.71,22.5,134.44,Portacontenidors,Tarragona,Las Palmas,7,WEC LINES ESPAÑA SLU
PT,Portugal,HERTA,14.02,40,275,Portacontenidors,Genoa,Cartagena,8,HAPAG LLOYD SPAIN SL
PT,Portugal,BARBARA P,9.19,23.9,139,Portacontenidors,Sagunto,Sagunto,12,SOLUCIONES INTEGRALES MARITIMAS SLU
TR,Turquia,SERVET ANA,9.79,28,179,Granelers,Eregli,Savona,10,INTRAMEDITERRANEO SA
TR,Turquia,VIVIEN A,11.4,29.8,210.45,Portacontenidors,Casablanca,Yarimca,28,ARKAS SPAIN SA
AG,Antigua i Barbuda,SLOMAN THETIS,11.82,27.4,171,Tancs,Tarragona,Huelva,66,ERSHIP SA
BS,Bahames,LYRIC MAGNOLIA,14.66,44,249.9,Petroliers,El Suweis (= Suez),Jorf Lasfar,253,MH BLAND SL
CY,Xipre,BALTIC MONARCH,11.22,27.34,182.55,Tancs,Genoa,Valencia,235,ITALMAR 3000 SL
DK,Dinamarca,BISCAY,8,19.6,129.75,Tancs,Castellon de la Plana,Desconegut,302,ALFASHIP MARITIME SERVICES SL 
ES,Espanya,TINERFE,9.2,22.6,144,Tancs,Tarragona,Palma de Mallorca,159,ERSHIP SA
FR,França,ADARA,11.52,27.4,184,Tancs,Cartagena,Desconegut,98,E ERHARDT Y CIA SA
FR,França,ASTERION,11.5,27.4,184,Tancs,Agio Theodoroi,Desconegut,214,ALFASHIP MARITIME SERVICES SL 
IT,Itàlia,VALLE DI CORDOBA,11.1,31,176,Tancs,Augusta,Genoa,48,ITALMAR 3000 SL
LR,Libèria,NORDIC JOSEPHINE,14.52,32.26,229,Petroliers,Canakkale,Gibraltar,176,NEXT MARITIME SL
LR,Libèria,VORIAS,11.62,27.4,182.84,Tancs,Bilbao,Algeciras,314,A PEREZ Y CIA SL
MH,Illes Marshall,HAFNIA ADAMITE,11.71,27.4,184,Tancs,Livorno,Desconegut,144,E ERHARDT Y CIA SA
MH,Illes Marshall,SUNNY LIGER,14.18,32.24,228.59,Tancs,Primorsk (Koivisto),Tanger Med,151,MH BLAND SL
MH,Illes Marshall,HAFNIA ALABASTER,11.71,27.4,184.06,Tancs,Taranto,Desconegut,151,E ERHARDT Y CIA SA
MH,Illes Marshall,CAPE BRADLEY,11.1,31,176,Tancs,Taranto,Rotterdam,160,E ERHARDT Y CIA SA
MH,Illes Marshall,WONDER MIMOSA,11.52,27.4,184.22,Tancs,Tarragona,Genoa,183,ITALMAR 3000 SL
MH,Illes Marshall,KIBAZ,12.67,32.2,182.5,Petroliers,Cartagena,Cartagena,286,A PEREZ Y CIA SL
MH,Illes Marshall,PLUTO,11.52,27.4,184,Tancs,Cartagena,Algeciras,291,A PEREZ Y CIA SL
MT,Malta,EMERALD,12.62,32.2,182.5,Tancs,Fos-sur-Mer,Valencia,11,NEXT MARITIME SL
MT,Malta,EMERALD,12.62,32.2,182,Tancs,Aspropirgos,Desconegut,31,E ERHARDT Y CIA SA
MT,Malta,CASTILLO DE ARTEAGA,11.3,29.4,176.9,Tancs,Palma de Mallorca,Castellon de la Plana,197,ERSHIP SA
MT,Malta,CASTILLO DE TRUJILLO,12.15,25.3,182.14,Tancs,La Coruna,Cartagena,250,NEXT MARITIME SL
MT,Malta,RED GARNET,13.32,32.2,183.12,Tancs,Tarragona,Tarragona,281,NEXT MARITIME SL
MT,Malta,CASTILLO DE TRUJILLO,12.15,25.3,182.14,Tancs,Tarragona,Desconegut,299,ALFASHIP MARITIME SERVICES SL 
MT,Malta,PINK CORAL,12.81,32.2,183,Tancs,Sines,Lavera,318,NEXT MARITIME SL
SG,Singapur,NORD SNOW QUEEN,11.62,27.4,183,Tancs,Az Zawiyah,Fos-sur-Mer,99,A PEREZ Y CIA SL
SG,Singapur,HAFNIA MALACCA,11.9,27.4,184,Tancs,Algeciras,Venezia,154,MH BLAND SL
SG,Singapur,HAFNIA PRIDE,13.32,38.4,220,Tancs,El Suweis (= Suez),Jorf Lasfar,184,ALFASHIP MARITIME SERVICES SL 
TR,Turquia,SASKIA A,12,30,222,Portacontenidors,Casablanca,Piraeus,341,ARKAS SPAIN SA
AG,Antigua i Barbuda,GULF EXPRESS,6.26,16.5,93.28,Càrrega (Lo-Lo),Gemlik,Fos-sur-Mer,222,COMA Y RIBAS SL
BS,Bahames,MAZURY,10.58,28.5,189.99,Granelers,Ashdod,Teesport,312,COMA Y RIBAS SL
CY,Xipre,ATLANTIC HORIZON,6.25,14,111,Càrrega (Lo-Lo),Huelva,Huelva,100,COMA Y RIBAS SL
CY,Xipre,TELMO,6.2,15.6,99.9,Càrrega (Lo-Lo),Alcudia,Civitavecchia,169,COMA Y RIBAS SL
ES,Espanya,MORAIME,6.7,16.5,118,Càrrega (Lo-Lo),Alcudia,Alcudia,81,COMA Y RIBAS SL
ES,Espanya,ROIBEIRA,7.05,15.2,118.55,Càrrega (Lo-Lo),Alcudia,Jorf Lasfar,298,COMA Y RIBAS SL
ES,Espanya,ANZORAS,6.22,15.6,99.9,Càrrega (Lo-Lo),Gemlik,Gabes,347,COMA Y RIBAS SL
ES,Espanya,MEDAL,6.27,14.4,89.9,Càrrega (Lo-Lo),Alcudia,Huelva,357,COMA Y RIBAS SL
MT,Malta,FOX,6.71,16.8,119.95,Granelers,Ashdod,Fos-sur-Mer,264,COMA Y RIBAS SL
NL,Països Baixos,EEMS SERVANT,4.56,11.42,99.23,Càrrega (Lo-Lo),Dikili,Marseille,148,COMA Y RIBAS SL
NL,Països Baixos,ARKLOW BEACON,7.19,14.99,119.5,Càrrega (Lo-Lo),Oxelosund,Arzew,251,COMA Y RIBAS SL
NL,Països Baixos,EEMS STREAM,4.56,11.42,99.23,Càrrega (Lo-Lo),Marseille,Fos-sur-Mer,359,COMA Y RIBAS SL
PA,Panamà,MUHSINE K,6.45,13.5,89,Càrrega (Lo-Lo),Gulluk,Gulluk,47,COMA Y RIBAS SL
PA,Panamà,FAHRIYE K,6.63,13.5,88.8,Càrrega (Lo-Lo),Gulluk,Genoa,206,COMA Y RIBAS SL
TR,Turquia,BURAK DEVAL,6.7,16.8,119.95,Granelers,Ashdod,Livorno,224,COMA Y RIBAS SL
AG,Antigua i Barbuda,VIKTORIA-B,4.36,12.4,88.56,Càrrega (Lo-Lo),Sant' Antioco,Sagunto,360,H JOSE M  MASIQUES SA
IT,Itàlia,MARBELLA,7.06,18.2,108,Càrrega (Lo-Lo),Sfax,Sevilla,41,H JOSE M  MASIQUES SA
PA,Panamà,TURGUT SAHIN,5.8,13.8,91,Càrrega (Lo-Lo),Sant' Antioco,Fos-sur-Mer,128,H JOSE M  MASIQUES SA
MT,Malta,ECO ELYSIUM,5.51,15.96,95,Petroliers,Lavera,Genoa,234,BERGE MARITIMA SL
PT,Portugal,SCALI DEL TEATRO,6.5,15,87.5,Petroliers,Lavera,Tarragona,257,MH BLAND SL
PT,Portugal,VORTEX,6.5,15,87.5,Petroliers,Fos-sur-Mer,Fos-sur-Mer,283,E ERHARDT Y CIA SA
PT,Portugal,VETRA,6.5,14.8,88.4,Petroliers,Lavera,Lavera,328,E ERHARDT Y CIA SA
SG,Singapur,EPIC ST. THOMAS,6.11,17.2,99.98,Petroliers,Lavera,Tanger Med,198,MH BLAND SL
SG,Singapur,JS LEKVAR,7.06,17.41,99.85,Petroliers,Lavera,Lavera,362,IBERICA MARITIMA BARCELONA SA
AG,Antigua i Barbuda,WILSON HANSTHOLM,5.64,15.2,89.95,Càrrega (Lo-Lo),Sagunto,Aveiro,329,ERSHIP SA
BS,Bahames,MAMRY,10.22,23.6,190,Granelers,Casablanca,Teesport,139,ERSHIP SA
BS,Bahames,GDYNIA,10.4,28.5,190,Granelers,Bizerte,Rouen,157,ERSHIP SA
BS,Bahames,KUJAWY,10.4,28.5,190.6,Granelers,Casablanca,Dundee,225,ERSHIP SA
BS,Bahames,MAZURY,10.58,28.5,189.99,Granelers,Ashdod,Teesport,338,COMA Y RIBAS SL
CY,Xipre,ISA,10.67,23.6,200,Granelers,Tarragona,Teesport,29,ERSHIP SA
CY,Xipre,ATLANTIC HORIZON,6.25,14,111,Càrrega (Lo-Lo),Huelva,Huelva,101,COMA Y RIBAS SL
CY,Xipre,SHOVELER,10.4,23.7,185,Granelers,Newport,Gibraltar,172,ERSHIP SA
CY,Xipre,MANDARIN,9.7,23.7,186.4,Granelers,Genoa,Tilbury,281,ERSHIP SA
ES,Espanya,MEDAL,6.27,14.4,89.9,Càrrega (Lo-Lo),Alcudia,Huelva,358,COMA Y RIBAS SL
GB,Regne Unit,KAREN C,6.65,15.5,106,Càrrega (Lo-Lo),Sagunto,Glomfjord,183,ERSHIP SA
LR,Libèria,ADAPEARL,8.79,19.6,115,Ro-Ro,Huelva,Rouen,133,BERGE MARITIMA SL
MH,Illes Marshall,SAGITTARIUS,9.82,27.2,169,Granelers,Safi,Dundee,144,ERSHIP SA
MH,Illes Marshall,SEA FAITH,10.1,28.2,179.99,Granelers,Casablanca,Amsterdam,309,ERSHIP SA
MT,Malta,TRANSBALTIC,9.37,22,142.43,Càrrega (Lo-Lo),Jorf Lasfar,Gdansk,269,ERSHIP SA
NL,Països Baixos,MEDEMBORG,7.12,16.5,134.5,Càrrega (Lo-Lo),Tarragona,Glomfjord,347,ERSHIP SA
NO,Noruega,WILSON PORI,6.36,13.6,89.75,Càrrega (Lo-Lo),Huelva,Setubal,93,ERSHIP SA
PA,Panamà,NOTA A,12.16,32.26,188,Granelers,Algeciras,Aratu,121,ERSHIP SA
PA,Panamà,IMMENSITY,8.33,18.59,108,Càrrega (Lo-Lo),Sagunto,Fos-sur-Mer,159,INTRAMEDITERRANEO SA
PA,Panamà,EYLEM,8.32,23,137.03,Granelers,Cadiz,Jorf Lasfar,209,ERSHIP SA
PA,Panamà,MARITIME VICTORY,9.82,27.2,169.37,Granelers,Vasto,Santarem,292,ERSHIP SA
PT,Portugal,HANSA BALTICA,10.22,30,180,Granelers,Skikda (ex Philippeville),Abidjan,109,ERSHIP SA
SG,Singapur,MANDARIN SKY,12.8,32.26,190,Granelers,Sagunto,Teesport,164,ERSHIP SA
FR,França,CLUB MED 2,5.11,20,187,Passatge,Palma de Mallorca,Nice,132,A PEREZ Y CIA SL
MH,Illes Marshall,NAUTICA,6,25,181,Passatge,Palma de Mallorca,Marseille,121,TUI ESPAÑA TURISMO SL 
CY,Xipre,GIOCONDA,7.11,18,110,Tancs,Ceuta,Lavera,141,IBERICA MARITIMA BARCELONA SA
DK,Dinamarca,TERN ISLAND,9,22,147,Tancs,El Suweis (= Suez),Vigo,27,ALFASHIP MARITIME SERVICES SL 
DK,Dinamarca,TORM NEW ZEALAND,13.3,32.2,183,Tancs,El Suweis (= Suez),Napoli,88,IBERICA MARITIMA BARCELONA SA
DK,Dinamarca,TERN FORNS,9,22,147,Tancs,El Suweis (= Suez),Rotterdam,111,IBERICA MARITIMA BARCELONA SA
DK,Dinamarca,KARINA THERESA,7.6,19.05,101.39,Tancs,Livorno,Fos-sur-Mer,149,IBERICA MARITIMA BARCELONA SA
DK,Dinamarca,BRITTA MAERSK,9.52,29.21,175.29,Tancs,Huelva,Lavera,193,IBERICA MARITIMA BARCELONA SA
DK,Dinamarca,TORM VOYAGER,12.2,32.2,182.9,Tancs,Brindisi,Ferrol,210,MH BLAND SL
DK,Dinamarca,ORASUND,6.3,15.6,106,Tancs,Lavera,Sete,222,IBERICA MARITIMA BARCELONA SA
DK,Dinamarca,ORALORA,5.6,15.2,90,Tancs,Bordeaux,Bordeaux,326,IBERICA MARITIMA BARCELONA SA
FR,França,HYDRA,7,18,116,Tancs,Port-la-Nouvelle,Fos-sur-Mer,20,MH BLAND SL
HK,Hong Kong,GRAN COUVA,12.22,32.2,183.21,Tancs,Oristano,Lavera,361,IBERICA MARITIMA BARCELONA SA
IT,Itàlia,SARACENA,7.85,25.6,156,Tancs,El Suweis (= Suez),Vasto,15,IBERICA MARITIMA BARCELONA SA
IT,Itàlia,IEVOLI SPRINT,6.45,15.4,100,Tancs,Fos-sur-Mer,Augusta,27,IBERICA MARITIMA BARCELONA SA
IT,Itàlia,ETRUSCO,6.87,16.5,113.85,Tancs,Porto Foxi (Sarroch),Vasto,196,IBERICA MARITIMA BARCELONA SA
IT,Itàlia,FALESIA,6.11,15.4,100,Tancs,Lavera,Lavera,331,IBERICA MARITIMA BARCELONA SA
LR,Libèria,CHEM PLUTO,9.72,24,149,Tancs,Adabiya,Rotterdam,50,IBERICA MARITIMA BARCELONA SA
LR,Libèria,NAVIG8 GLADIATOR,13.32,32.2,183,Tancs,Taranto,Lavera,80,IBERICA MARITIMA BARCELONA SA
LR,Libèria,RICHMOND PARK,9.72,24,149,Tancs,El Suweis (= Suez),Rotterdam,107,IBERICA MARITIMA BARCELONA SA
LR,Libèria,LAVENDER RAY,9.75,24,146,Tancs,El Suweis (= Suez),Hamburg,113,IBERICA MARITIMA BARCELONA SA
LR,Libèria,PACIFIC MOONSTONE,13.32,32.2,183.09,Tancs,Buenos Aires,Rotterdam,194,ALFASHIP MARITIME SERVICES SL 
LR,Libèria,FOREST PARK,9.71,24.2,141,Tancs,El Suweis (= Suez),Rotterdam,264,IBERICA MARITIMA BARCELONA SA
LR,Libèria,OM BORNEO,9.5,29.2,175.26,Tancs,Gibraltar,Gibraltar,282,ALFASHIP MARITIME SERVICES SL 
LR,Libèria,DIGNITY,12.6,32.2,183.2,Tancs,Porto Foxi (Sarroch),Lavera,296,IBERICA MARITIMA BARCELONA SA
LR,Libèria,DIGNITY,12.6,32.2,183.2,Tancs,Porto Foxi (Sarroch),Lavera,309,IBERICA MARITIMA BARCELONA SA
LR,Libèria,NAVIG8 GAUNTLET,13.32,32.2,183.23,Tancs,El Suweis (= Suez),Rotterdam,314,IBERICA MARITIMA BARCELONA SA
MH,Illes Marshall,NAVIG8 ALABASTER,11.71,27.4,184,Tancs,El Suweis (= Suez),Lavera,30,IBERICA MARITIMA BARCELONA SA
MH,Illes Marshall,EMIRALP,6.7,16.6,110,Tancs,Anvers,Fos-sur-Mer,34,E ERHARDT Y CIA SA
MH,Illes Marshall,LOUIS P,10.02,25.6,169,Tancs,Tarragona,Jubail,35,ALFASHIP MARITIME SERVICES SL 
MH,Illes Marshall,SONGA PEACE,9.71,23.7,146,Tancs,El Suweis (= Suez),Rotterdam,42,IBERICA MARITIMA BARCELONA SA
MH,Illes Marshall,EMIRALP,6.7,16.6,110,Tancs,Anvers,Fos-sur-Mer,43,E ERHARDT Y CIA SA
MH,Illes Marshall,SONGA OPAL,9.21,22.6,144,Tancs,Ravenna,Sevilla,45,IBERICA MARITIMA BARCELONA SA
MH,Illes Marshall,STREAM BALTIC,9.76,24,146,Tancs,Tekirdag,Algeciras,48,ALFASHIP MARITIME SERVICES SL 
MH,Illes Marshall,NORD MIYABI,13.32,32.2,185,Tancs,Ravenna,Huelva,88,IBERICA MARITIMA BARCELONA SA
MH,Illes Marshall,HABIP BAYRAK,7.2,17.2,123,Tancs,Savona,Lavera,95,NEXT MARITIME SL
MH,Illes Marshall,MESABI,8.71,20.4,127,Tancs,Point Lisas,Fos-sur-Mer,115,ALFASHIP MARITIME SERVICES SL 
MH,Illes Marshall,MESABI,8.71,20.4,127,Tancs,Point Lisas,Fos-sur-Mer,117,ALFASHIP MARITIME SERVICES SL 
MH,Illes Marshall,ARDMORE DEFENDER,11.56,27.4,184,Tancs,Ceuta,Ravenna,121,ALFASHIP MARITIME SERVICES SL 
MH,Illes Marshall,LOUIS P,10.02,25.6,169,Tancs,El Suweis (= Suez),Rotterdam,152,IBERICA MARITIMA BARCELONA SA
MH,Illes Marshall,SILVER EMILY,13.28,32.2,183,Tancs,Brindisi,Cartagena,175,ALFASHIP MARITIME SERVICES SL 
MH,Illes Marshall,FAIRCHEM BLUE SHARK,10.52,25,160,Tancs,Santos,Civitavecchia,188,ALFASHIP MARITIME SERVICES SL 
MH,Illes Marshall,FAIRCHEM BLUE SHARK,10.52,25,160,Tancs,Santos,Civitavecchia,194,ALFASHIP MARITIME SERVICES SL 
MH,Illes Marshall,SEA FORTUNE,8.71,20.4,128.6,Tancs,Limassol,Piraeus,229,IBERICA MARITIMA BARCELONA SA
MH,Illes Marshall,FAIRCHEM ANGEL,10.52,25,160,Tancs,Genoa,Rotterdam,270,IBERICA MARITIMA BARCELONA SA
MH,Illes Marshall,STI GRAMERCY,13.29,32.2,183.31,Tancs,Brindisi,La Coruna,278,IBERICA MARITIMA BARCELONA SA
MH,Illes Marshall,EL ZORRO,8.71,20.4,128.6,Tancs,Patras,Castellon de la Plana,294,IBERICA MARITIMA BARCELONA SA
MH,Illes Marshall,AVIVA,9.7,22.4,161.65,Tancs,Malta (Valetta),Karakoy/Istambul                   ,361,IBERICA MARITIMA BARCELONA SA
MT,Malta,ATLANTIS ALHAMBRA,6.65,16.8,109,Tancs,Sete,Sete,11,IBERICA MARITIMA BARCELONA SA
MT,Malta,HITRA,6.34,16,108,Tancs,Constanta,Arzew,26,ALFASHIP MARITIME SERVICES SL 
MT,Malta,MUBARIZ IBRAHIMOV,4.6,16.6,140,Tancs,Chornomorsk,Desconegut,43,ALFASHIP MARITIME SERVICES SL 
MT,Malta,HITRA,6.34,16,108,Tancs,Lavera,Fos-sur-Mer,52,IBERICA MARITIMA BARCELONA SA
MT,Malta,ATLANTIS ARKI,6,16,108,Tancs,Fos-sur-Mer,Anvers,54,IBERICA MARITIMA BARCELONA SA
MT,Malta,IVYAN,6.7,16.6,110,Tancs,Bordeaux,Lavera,54,IBERICA MARITIMA BARCELONA SA
MT,Malta,BOMAR VESTA,6.33,16,122,Tancs,Lavera,Lavera,57,IBERICA MARITIMA BARCELONA SA
MT,Malta,MED PAKIZE,7.24,17.2,123,Tancs,Tarragona,Fos-sur-Mer,72,IBERICA MARITIMA BARCELONA SA
MT,Malta,UMAR 1,6.06,15,100,Tancs,Lavera,Sete,82,IBERICA MARITIMA BARCELONA SA
MT,Malta,IVYAN,6.7,16.6,110,Tancs,Fos-sur-Mer,Lavera,83,ALFASHIP MARITIME SERVICES SL 
MT,Malta,MED PACIFIC,10.9,25.4,170,Tancs,El Suweis (= Suez),Vigo,86,IBERICA MARITIMA BARCELONA SA
MT,Malta,YM URANUS,6.74,16.89,120,Tancs,Constanta,Augusta,87,ALFASHIP MARITIME SERVICES SL 
MT,Malta,IVYAN,6.7,16.6,110,Tancs,Barcelona,Fos-sur-Mer,92,NEXT MARITIME SL
MT,Malta,ATLANTIS ARKI,6,16,108,Tancs,Bastia,Fos-sur-Mer,102,ALFASHIP MARITIME SERVICES SL 
MT,Malta,ATLANTIS ANTIBES,6.29,16.8,106,Tancs,Sete,Lavera,113,IBERICA MARITIMA BARCELONA SA
MT,Malta,HACI FATMA ANA,7.2,17.2,123,Tancs,Sete,Lavera,124,IBERICA MARITIMA BARCELONA SA
MT,Malta,HACI FATMA ANA,7.2,17.2,123,Tancs,Barcelona,Fos-sur-Mer,128,NEXT MARITIME SL
MT,Malta,INEBOLU,7.11,16.6,104,Tancs,Balchik,Fos-sur-Mer,151,ALFASHIP MARITIME SERVICES SL 
MT,Malta,BLACK STAR,7.49,19.5,128,Tancs,El Suweis (= Suez),Lavera,181,IBERICA MARITIMA BARCELONA SA
MT,Malta,MED EMRE,7.24,17.2,119.93,Tancs,Augusta,Villagarcia (de Arousa),191,ALFASHIP MARITIME SERVICES SL 
MT,Malta,MED EMRE,7.24,17.2,119.93,Tancs,Augusta,Villagarcia (de Arousa),195,ALFASHIP MARITIME SERVICES SL 
MT,Malta,BOMAR HAUMEA,6.33,16,121.62,Tancs,Lavera,Castellon de la Plana,196,IBERICA MARITIMA BARCELONA SA
MT,Malta,OZDEN-S,6.3,16.8,105.5,Tancs,Lavera,Lavera,203,E ERHARDT Y CIA SA
MT,Malta,ZUGA,6.51,18,100.12,Tancs,Constanta,Huelva,220,ALFASHIP MARITIME SERVICES SL 
MT,Malta,HACI FATMA ANA,7.2,17.2,123,Tancs,Genoa,Lavera,281,NEXT MARITIME SL
MT,Malta,HACI FATMA ANA,7.2,17.2,123,Tancs,Genoa,Lavera,295,NEXT MARITIME SL
MT,Malta,HACI FATMA ANA,7.2,17.2,123,Tancs,Genoa,Lavera,296,NEXT MARITIME SL
MT,Malta,ATLANTIS ARKI,6,16,108,Tancs,Lavera,Fos-sur-Mer,317,IBERICA MARITIMA BARCELONA SA
MT,Malta,BOMAR MERCURY,6.75,16.9,119.6,Tancs,Algeciras,Huelva,323,IBERICA MARITIMA BARCELONA SA
MT,Malta,NEW SPIRIT,8.71,20.4,127.2,Tancs,Taman,Motril,362,IBERICA MARITIMA BARCELONA SA
